x,y,z,freq
0.175781,0.993408,-0.0930176,8.40731
0.0981445,0.94165,-0.103027,0.378742
0.0981445,0.94165,-0.103027,0.592223
0.0163574,0.932129,-0.101807,2.27176
0.0163574,0.932129,-0.101807,4.03812
-0.0822754,0.907959,-0.147461,0.482063
-0.0856934,0.927979,-0.0996094,4.06254
-0.0856934,0.927979,-0.0996094,0.515315
-0.0791016,0.922363,-0.145996,5.70101
-0.0791016,0.922363,-0.145996,5.19412
-0.0429688,0.956299,-0.0917969,4.3092
-0.0429688,0.956299,-0.0917969,6.41088
-0.0212402,0.958008,-0.125732,5.02564
0.0539551,0.981201,-0.0964355,4.11202
0.0539551,0.981201,-0.0964355,1.24446
0.0922852,0.999756,-0.0949707,6.74918
0.0922852,0.999756,-0.0949707,10.2442
-0.017334,1.03247,-0.0856934,4.62879
-0.017334,1.03247,-0.0856934,1.02797
-0.123291,1.04077,-0.144043,1.2267
-0.119873,1.05078,-0.11084,162.175
-0.00585938,1.0437,-0.125488,2.42493
-0.00585938,1.0437,-0.125488,5.46086
0.109863,1.02441,-0.0834961,7.22167
0.149414,0.985107,-0.112793,5.75862
0.149414,0.985107,-0.112793,6.09261
0.167969,0.982178,-0.108887,0.301864
0.167969,0.982178,-0.108887,2.63683
0.083252,0.930908,-0.108398,9.28852
0.083252,0.930908,-0.108398,6.49244
-0.0090332,0.921143,-0.120361,0.45132
-0.0803223,0.896729,-0.160645,5.57135
-0.0803223,0.896729,-0.160645,8.17868
-0.0625,0.911621,-0.114014,0.430496
-0.0625,0.911621,-0.114014,0.353034
-0.0598145,0.904053,-0.140137,4.57104
-0.0598145,0.904053,-0.140137,0.858897
-0.0307617,0.939209,-0.0976562,2.14669
-0.0263672,0.939453,-0.121826,4.13652
-0.0263672,0.939453,-0.121826,1.97497
0.0258789,0.975342,-0.0942383,9.12162
0.0258789,0.975342,-0.0942383,3.62923
-0.111328,1.03149,-0.132324,5.24845
-0.111328,1.03149,-0.132324,1.5932
-0.134766,1.01831,-0.126953,4.94206
-0.0981445,1.03369,-0.124268,1.4298
-0.0981445,1.03369,-0.124268,1.42878
0.00292969,1.02637,-0.136963,3.87682
0.00292969,1.02637,-0.136963,0.559361
0.109619,1.02002,-0.0974121,4.04513
0.109619,1.02002,-0.0974121,3.87153
0.157471,0.993408,-0.0993652,0.895683
0.157471,0.993408,-0.0993652,3.09381
0.174072,0.99585,-0.0966797,0.647964
0.0783691,0.943604,-0.108154,0.434944
0.0783691,0.943604,-0.108154,2.01638
-0.0131836,0.938721,-0.118896,0.749117
-0.0131836,0.938721,-0.118896,1.07765
-0.0622559,0.907227,-0.143066,1.82266
-0.0622559,0.907227,-0.143066,8.98154
-0.0449219,0.923096,-0.101807,2.72961
-0.0461426,0.918945,-0.132324,3.79575
-0.0461426,0.918945,-0.132324,5.33993
-0.0292969,0.966309,-0.119385,0.41171
0.0270996,1.01025,-0.0969238,6.63578
0.0270996,1.01025,-0.0969238,4.3097
0.0720215,1.02905,-0.083252,1.5309
0.0720215,1.02905,-0.083252,4.99284
-0.026123,1.06226,-0.0712891,0.303077
-0.111084,1.05884,-0.125,4.28108
-0.111084,1.05884,-0.125,4.95205
-0.131592,1.04883,-0.111572,2.19044
-0.131592,1.04883,-0.111572,8.59559
-0.106201,1.05811,-0.117188,2.15004
-0.106201,1.05811,-0.117188,3.28804
0.00415039,1.05469,-0.115967,4.13317
0.00415039,1.05469,-0.115967,2.24631
0.124756,1.04395,-0.0759277,0.267234
0.164062,1.01855,-0.0808105,2.90201
0.164062,1.01855,-0.0808105,3.23
0.158203,1.00317,-0.105225,3.54467
0.158203,1.00317,-0.105225,5.27516
0.0471191,0.951172,-0.104248,0.422348
0.0471191,0.951172,-0.104248,0.535678
-0.0366211,0.918945,-0.0891113,0.756222
-0.0266113,0.909668,-0.121338,0.723112
-0.0266113,0.909668,-0.121338,8.10701
-0.0263672,0.957031,-0.0837402,4.98492
-0.0263672,0.957031,-0.0837402,3.41544
-0.0458984,0.958008,-0.112793,0.459867
-0.0458984,0.958008,-0.112793,3.19047
0.0107422,0.998779,-0.0805664,2.76449
0.0432129,1.01343,-0.0837402,2.60167
0.0432129,1.01343,-0.0837402,4.95918
-0.0541992,1.0415,-0.0727539,0.40449
-0.0541992,1.0415,-0.0727539,4.53916
-0.113525,1.03442,-0.129395,3.72927
-0.113525,1.03442,-0.129395,4.07278
-0.112793,1.02197,-0.108643,1.39489
-0.072998,1.03784,-0.11499,0.200486
-0.072998,1.03784,-0.11499,3.78969
0.0263672,1.03687,-0.112793,3.57272
0.0263672,1.03687,-0.112793,3.16812
0.104004,1.01196,-0.0810547,1.06887
0.104004,1.01196,-0.0810547,5.3741
0.126709,0.997314,-0.0878906,0.942048
0.0551758,0.937744,-0.0905762,5.20088
-0.0192871,0.916748,-0.11499,3.08282
-0.0192871,0.916748,-0.11499,7.52862
-0.0600586,0.888672,-0.131348,5.56875
-0.0483398,0.896729,-0.0986328,2.21879
-0.0483398,0.896729,-0.0986328,1.05006
-0.0446777,0.893066,-0.12793,1.75176
-0.0446777,0.893066,-0.12793,4.03039
-0.0244141,0.940186,-0.0791016,2.60578
-0.0244141,0.940186,-0.0791016,3.57221
-0.0349121,0.952393,-0.109375,6.4923
-0.0349121,0.952393,-0.109375,0.706276
0.0100098,0.998535,-0.0874023,0.773187
0.0366211,1.00586,-0.0888672,2.77043
0.0366211,1.00586,-0.0888672,1.44951
-0.0549316,1.02344,-0.0854492,1.00959
-0.0549316,1.02344,-0.0854492,1.07502
-0.105225,1.01587,-0.140869,2.3795
-0.105225,1.01587,-0.140869,1.9459
-0.0949707,1.00806,-0.109619,2.12164
-0.0617676,1.02612,-0.115723,7.34658
0.121826,1.01587,-0.0932617,0.50197
0.138672,1.00732,-0.0964355,7.70712
0.138672,1.00732,-0.0964355,5.7807
0.129883,0.992188,-0.105713,0.179967
0.057373,0.938721,-0.104492,5.15908
0.057373,0.938721,-0.104492,4.47275
0.00317383,0.915771,-0.125,1.18913
0.00317383,0.915771,-0.125,0.0167953
-0.0395508,0.898682,-0.139893,1.09716
-0.0395508,0.898682,-0.139893,11.103
-0.0107422,0.903809,-0.108887,3.32564
-0.0214844,0.911133,-0.118164,3.2214
-0.0214844,0.911133,-0.118164,8.91549
-0.0275879,0.952881,-0.0852051,6.64051
-0.0275879,0.952881,-0.0852051,0.876842
-0.0461426,0.967285,-0.109619,2.00508
-0.0461426,0.967285,-0.109619,4.75406
0.019043,1.00488,-0.0810547,8.39499
0.019043,1.00488,-0.0810547,0.786891
0.050293,1.02319,-0.0810547,3.19428
-0.0412598,1.05566,-0.0795898,1.7091
-0.108398,1.03223,-0.118408,129.66
-0.0537109,1.04492,-0.11792,2.62211
-0.0537109,1.04492,-0.11792,1.2486
0.0456543,1.04834,-0.101318,2.42128
0.0456543,1.04834,-0.101318,7.60787
0.111816,1.02344,-0.0905762,5.63939
0.111816,1.02344,-0.0905762,0.980921
0.121826,1.0249,-0.0827637,3.30613
0.104736,1.01025,-0.105225,4.71878
0.104736,1.01025,-0.105225,3.82615
0.0463867,0.96167,-0.0964355,4.02338
0.0463867,0.96167,-0.0964355,4.25084
-0.00537109,0.931641,-0.114014,6.75268
-0.00537109,0.931641,-0.114014,0.941698
-0.0439453,0.913818,-0.125488,1.8171
-0.0439453,0.913818,-0.125488,0.869633
-0.0366211,0.91748,-0.106689,3.94215
-0.0478516,0.914551,-0.114258,4.17837
-0.0478516,0.914551,-0.114258,1.63161
-0.0527344,0.954834,-0.0842285,3.90876
-0.0527344,0.954834,-0.0842285,10.5248
-0.0493164,0.972656,-0.111572,2.46062
-0.0603027,1.04346,-0.0837402,7.16229
-0.0603027,1.04346,-0.0837402,9.12985
-0.109619,1.02368,-0.130127,12.5141
-0.109619,1.02368,-0.130127,7.22906
-0.114746,1.01538,-0.109619,0.635236
-0.114746,1.01538,-0.109619,3.60494
-0.0703125,1.02393,-0.13623,3.36384
0.0249023,1.02026,-0.112793,1.92728
0.0249023,1.02026,-0.112793,6.09534
0.0910645,1.00562,-0.0888672,0.14493
0.0910645,1.00562,-0.0888672,0.904624
0.114258,1.00439,-0.0932617,4.13551
0.114258,1.00439,-0.0932617,2.51237
0.109131,0.983154,-0.108887,0.575604
0.109131,0.983154,-0.108887,3.33608
0.0366211,0.938477,-0.104004,3.04242
-0.0158691,0.907227,-0.13623,2.80772
-0.0158691,0.907227,-0.13623,12.5554
-0.0332031,0.87793,-0.134766,7.07168
-0.0332031,0.87793,-0.134766,3.04424
-0.000244141,0.881104,-0.119629,4.62295
-0.0383301,0.932861,-0.103027,3.59125
-0.0566406,0.954834,-0.126465,11.4557
-0.0566406,0.954834,-0.126465,10.5525
-0.00390625,1.00195,-0.0969238,0.453717
0.0354004,1.01953,-0.0878906,4.17868
0.0354004,1.01953,-0.0878906,4.9862
-0.0185547,1.03784,-0.0827637,1.47803
-0.0185547,1.03784,-0.0827637,0.145074
-0.0566406,1.01318,-0.12793,2.37905
-0.0566406,1.01318,-0.12793,4.53375
-0.079834,1.00244,-0.115967,3.92351
-0.079834,1.00244,-0.115967,2.0325
-0.0541992,1.01074,-0.134033,5.25368
0.0322266,1.02222,-0.115479,4.626
0.0322266,1.02222,-0.115479,7.2061
0.0947266,1.01611,-0.0888672,2.2038
0.0947266,1.01611,-0.0888672,1.50791
0.126953,1.01831,-0.0864258,5.35802
0.126953,1.01831,-0.0864258,7.13863
0.116455,0.988281,-0.105469,7.04659
0.0456543,0.941406,-0.0986328,0.280733
-0.00976562,0.889648,-0.134033,3.49326
0.019043,0.895752,-0.114258,2.81908
0.019043,0.895752,-0.114258,7.5983
-0.00512695,0.916748,-0.105225,5.46658
-0.00512695,0.916748,-0.105225,3.28885
-0.052002,0.965576,-0.104736,2.76311
-0.052002,0.965576,-0.104736,0.630325
-0.081543,0.987793,-0.123535,1.43891
-0.0114746,1.03564,-0.0827637,2.38783
-0.0114746,1.03564,-0.0827637,1.821
0.032959,1.04468,-0.0788574,0.412944
0.032959,1.04468,-0.0788574,3.07732
-0.0305176,1.05981,-0.0744629,1.14126
-0.0305176,1.05981,-0.0744629,0.384021
-0.0732422,1.03149,-0.125977,2.60103
-0.0732422,1.03149,-0.125977,1.40364
-0.0808105,1.02539,-0.10791,0.941749
-0.046875,1.03906,-0.127197,1.58781
-0.046875,1.03906,-0.127197,2.95993
0.0236816,1.05078,-0.0976562,9.79893
0.0236816,1.05078,-0.0976562,9.11756
0.076416,1.03564,-0.0976562,7.73435
0.0913086,1.01465,-0.104248,8.79299
0.0913086,1.01465,-0.104248,1.33845
0.0527344,0.963623,-0.105469,3.42761
0.00585938,0.93042,-0.133789,11.9021
0.00585938,0.93042,-0.133789,1.27193
-0.020752,0.905518,-0.132568,5.48824
-0.020752,0.905518,-0.132568,2.7847
-0.0146484,0.901367,-0.123779,0.145948
-0.0146484,0.901367,-0.123779,1.82753
-0.0559082,0.919434,-0.108887,2.2725
-0.0893555,0.96582,-0.115967,3.6393
-0.0893555,0.96582,-0.115967,0.144559
-0.0834961,0.994385,-0.115967,3.07114
-0.0834961,0.994385,-0.115967,2.06658
-0.00854492,1.04028,-0.0864258,2.45806
-0.00854492,1.04028,-0.0864258,5.48563
0.0241699,1.04321,-0.0861816,1.51638
0.0241699,1.04321,-0.0861816,3.66616
-0.0378418,1.05103,-0.0820312,4.48954
-0.0766602,1.01636,-0.134521,4.71825
-0.0766602,1.01636,-0.134521,3.51315
0.0180664,1.03638,-0.108643,0.561401
0.0180664,1.03638,-0.108643,9.2159
0.0625,1.02686,-0.109131,4.05786
0.104248,1.03418,-0.0949707,1.27511
0.104248,1.03418,-0.0949707,0.412501
0.101318,0.996826,-0.102051,1.89662
0.101318,0.996826,-0.102051,0.548429
0.0546875,0.936035,-0.102295,2.7352
0.0546875,0.936035,-0.102295,2.04949
-0.00366211,0.890869,-0.141113,6.86923
-0.00366211,0.890869,-0.141113,8.64192
-0.0234375,0.869385,-0.145752,4.35208
0.00878906,0.878174,-0.124512,5.07263
0.00878906,0.878174,-0.124512,7.18234
-0.0288086,0.902344,-0.115723,4.54466
-0.0288086,0.902344,-0.115723,1.44789
-0.0771484,0.952393,-0.113037,3.31446
-0.0771484,0.952393,-0.113037,9.26676
-0.0991211,0.982422,-0.122314,0.0449714
-0.0249023,1.02124,-0.0925293,0.0478217
-0.0249023,1.02124,-0.0925293,0.836776
-0.00292969,1.03369,-0.0817871,162.215
-0.0339355,0.994141,-0.14209,1.98107
-0.045166,0.99707,-0.102539,1.17245
-0.045166,0.99707,-0.102539,1.53156
-0.0314941,1.01172,-0.130859,6.49032
-0.0314941,1.01172,-0.130859,8.2913
0.0100098,1.0354,-0.111572,3.79827
0.0100098,1.0354,-0.111572,2.34326
0.0463867,1.0144,-0.111328,9.90148
0.0878906,1.03149,-0.0820312,6.24905
0.0878906,1.03149,-0.0820312,1.8237
0.108887,0.995117,-0.103516,3.4771
0.108887,0.995117,-0.103516,3.24184
0.0837402,0.94458,-0.0769043,0.9351
0.0837402,0.94458,-0.0769043,1.01424
0.0249023,0.904785,-0.127197,3.82816
-0.00219727,0.885254,-0.121338,3.64564
-0.00219727,0.885254,-0.121338,6.11217
-0.0141602,0.885498,-0.111084,2.02778
-0.0141602,0.885498,-0.111084,3.0886
-0.0690918,0.919434,-0.10083,8.05963
-0.0690918,0.919434,-0.10083,1.1054
0.00708008,1.03564,-0.0866699,5.25521
0.0532227,1.04248,-0.0639648,7.54974
0.0532227,1.04248,-0.0639648,12.4476
-0.0100098,1.05371,-0.065918,1.8008
-0.0100098,1.05371,-0.065918,1.4353
-0.0541992,1.02515,-0.119385,0.370297
-0.0541992,1.02515,-0.119385,3.46438
-0.0664062,1.0166,-0.0966797,2.3319
-0.0483398,1.0249,-0.128174,2.71388
-0.0483398,1.0249,-0.128174,0.0439565
0.00341797,1.04321,-0.0930176,6.57897
0.00341797,1.04321,-0.0930176,0.857622
0.0498047,1.02783,-0.0913086,2.30274
0.0498047,1.02783,-0.0913086,5.18991
0.102051,1.04297,-0.0734863,6.12898
0.114258,1.01221,-0.0881348,1.08202
0.114258,1.01221,-0.0881348,0.550209
0.0932617,0.966064,-0.0825195,8.98261
0.0932617,0.966064,-0.0825195,10.2577
0.0319824,0.9104,-0.130371,4.87909
0.0319824,0.9104,-0.130371,1.23297
-0.0732422,0.923096,-0.090332,3.20489
-0.0732422,0.923096,-0.090332,2.29984
-0.104492,0.967773,-0.0947266,6.91587
-0.104492,0.967773,-0.0947266,0.152385
-0.0783691,1,-0.0983887,4.03338
0.0234375,1.03711,-0.0722656,5.49173
0.0234375,1.03711,-0.0722656,2.34442
0.0646973,1.04102,-0.0544434,0.0910099
0.0646973,1.04102,-0.0544434,7.59456
0.00146484,1.04175,-0.0712891,0.440551
0.00146484,1.04175,-0.0712891,5.46871
-0.048584,0.994629,-0.133057,6.51392
-0.0791016,1.00122,-0.0998535,7.47046
-0.0791016,1.00122,-0.0998535,1.31375
-0.0646973,1.00977,-0.139404,6.22626
-0.0646973,1.00977,-0.139404,3.40795
-0.000488281,1.03711,-0.103271,1.02334
-0.000488281,1.03711,-0.103271,9.46755
0.046875,1.02002,-0.097168,3.75149
0.103516,1.04199,-0.0800781,4.89393
0.103516,1.04199,-0.0800781,0.837971
0.0285645,0.876953,-0.137939,6.42744
0.0285645,0.876953,-0.137939,6.29274
0.00952148,0.856934,-0.125244,9.25926
0.00952148,0.856934,-0.125244,3.7438
-0.0153809,0.866455,-0.131592,2.63348
-0.067627,0.91748,-0.119385,0.377915
-0.067627,0.91748,-0.119385,0.768671
-0.130371,0.965088,-0.124023,1.94761
-0.130371,0.965088,-0.124023,0.340125
-0.107666,0.997803,-0.109863,9.25479
-0.107666,0.997803,-0.109863,1.61298
0.0166016,1.03247,-0.0949707,4.25723
0.0666504,1.01416,-0.0759277,4.98933
0.0666504,1.01416,-0.0759277,3.47109
0.0195312,1.0166,-0.0817871,2.81537
0.0195312,1.0166,-0.0817871,1.95083
-0.0273438,0.9729,-0.139648,14.5266
-0.0273438,0.9729,-0.139648,22.0159
-0.0778809,0.985107,-0.118896,5.19294
-0.0761719,1.00317,-0.15332,15.967
-0.0761719,1.00317,-0.15332,19.4521
-0.013916,1.04077,-0.0996094,6.2609
0.118896,1.04248,-0.0786133,8.77078
0.121582,0.981689,-0.106934,7.89537
0.121582,0.981689,-0.106934,22.8503
0.0891113,0.932861,-0.0949707,22.3955
0.0891113,0.932861,-0.0949707,3.05953
0.0463867,0.884277,-0.154541,5.38592
0.0463867,0.884277,-0.154541,1.42413
0.012207,0.879639,-0.124268,7.14606
-0.0473633,0.890381,-0.13916,1.7823
-0.0473633,0.890381,-0.13916,0.824129
-0.098877,0.942139,-0.104004,0.232509
-0.098877,0.942139,-0.104004,2.24709
-0.136963,0.989502,-0.112061,0.776055
-0.136963,0.989502,-0.112061,2.507
-0.0810547,1.02515,-0.108643,3.18337
0.0507812,1.05542,-0.0883789,4.54498
0.0507812,1.05542,-0.0883789,5.91077
0.076416,1.04639,-0.0720215,0.0119224
0.076416,1.04639,-0.0720215,3.02783
-0.00195312,1.04761,-0.101562,1.61311
-0.00195312,1.04761,-0.101562,9.55141
-0.0690918,1.04077,-0.141113,1.39726
-0.0690918,1.04077,-0.141113,7.47315
0.00878906,1.0791,-0.0900879,7.81651
0.00878906,1.0791,-0.0900879,1.72549
0.057373,1.06348,-0.103271,4.43956
0.12207,1.07056,-0.0891113,8.71251
0.12207,1.07056,-0.0891113,0.878155
0.120605,0.996582,-0.113525,3.03019
0.120605,0.996582,-0.113525,3.17322
0.0969238,0.942871,-0.0942383,10.6688
0.0969238,0.942871,-0.0942383,0.726501
0.0334473,0.894287,-0.162354,5.51447
-0.000976562,0.894775,-0.116699,8.56104
-0.000976562,0.894775,-0.116699,5.83335
-0.0405273,0.900879,-0.130859,0.699876
-0.0405273,0.900879,-0.130859,4.24445
-0.0864258,0.956055,-0.101807,1.02321
-0.0864258,0.956055,-0.101807,4.05164
-0.137939,0.993652,-0.116943,1.67193
-0.0898438,1.01294,-0.112793,8.26901
-0.0898438,1.01294,-0.112793,12.8474
0.0839844,1.03345,-0.0705566,544.2
0.00439453,1.02808,-0.0942383,18.082
0.00439453,1.02808,-0.0942383,2.13996
-0.0712891,0.982422,-0.139893,6.25037
-0.0712891,0.982422,-0.139893,12.0305
-0.112061,1.00342,-0.106689,4.9963
-0.0888672,1.01831,-0.137451,0.935796
-0.0888672,1.01831,-0.137451,12.1918
-0.0239258,1.0498,-0.0854492,6.53377
-0.0239258,1.0498,-0.0854492,4.19359
0.0395508,1.02222,-0.107666,3.4462
0.0395508,1.02222,-0.107666,0.899159
0.119629,1.02979,-0.0856934,6.81786
0.119629,1.02979,-0.0856934,0.375599
0.121582,0.960449,-0.0930176,0.0267889
0.0935059,0.910889,-0.0859375,4.16999
0.0935059,0.910889,-0.0859375,14.2123
0.0209961,0.854736,-0.148193,7.0446
0.0209961,0.854736,-0.148193,2.76058
-0.0310059,0.862549,-0.11499,7.78072
-0.0310059,0.862549,-0.11499,0.27437
-0.0820312,0.867432,-0.143555,1.48535
-0.0634766,0.999023,-0.108398,0.835061
-0.0634766,0.999023,-0.108398,3.63789
0.0617676,1.02319,-0.0891113,11.5573
0.0617676,1.02319,-0.0891113,15.3412
0.0737305,1.00854,-0.0666504,8.43179
0.0737305,1.00854,-0.0666504,6.15424
0.00830078,0.999512,-0.0913086,0.853665
-0.0651855,0.966797,-0.134277,3.25789
-0.0651855,0.966797,-0.134277,1.55503
-0.115234,0.994873,-0.105225,0.895395
-0.115234,0.994873,-0.105225,4.75408
-0.0881348,1.01733,-0.139893,10.3812
-0.0881348,1.01733,-0.139893,0.275911
-0.00366211,1.04932,-0.0852051,1.08339
0.0625,1.02563,-0.102539,2.29992
0.0625,1.02563,-0.102539,1.69972
0.155518,1.02783,-0.0766602,2.19034
0.155518,1.02783,-0.0766602,3.90102
0.156006,0.957764,-0.0930176,0.599994
0.156006,0.957764,-0.0930176,10.9849
0.113281,0.909668,-0.0864258,6.16848
-0.0180664,0.87207,-0.101318,5.41927
-0.0771484,0.882324,-0.13916,17.2837
-0.0771484,0.882324,-0.13916,6.94976
-0.106445,0.953857,-0.0942383,2.34153
-0.123291,0.990234,-0.115967,4.57861
-0.123291,0.990234,-0.115967,0.800513
-0.0380859,1.02417,-0.0908203,2.84168
-0.0380859,1.02417,-0.0908203,0.444109
0.0856934,1.03638,-0.0788574,0.0182181
0.0856934,1.03638,-0.0788574,11.891
0.0910645,1.0249,-0.0556641,1.57557
0.00610352,1.02344,-0.097168,3.97956
0.00610352,1.02344,-0.097168,0.482828
-0.0637207,0.993896,-0.132812,0.521902
-0.0637207,0.993896,-0.132812,5.85156
-0.106689,1.02905,-0.0966797,5.24509
-0.106689,1.02905,-0.0966797,7.89189
-0.0725098,1.05933,-0.122803,2.43652
-0.0124512,1.08057,-0.081543,5.65121
-0.0124512,1.08057,-0.081543,5.43509
0.0541992,1.04907,-0.102051,0.782705
0.151611,0.976318,-0.0891113,4.58069
0.112793,0.928955,-0.0964355,0.17618
0.0349121,0.882324,-0.137451,9.26791
0.0349121,0.882324,-0.137451,4.42391
-0.0249023,0.898682,-0.109131,3.4145
-0.0249023,0.898682,-0.109131,0.168975
-0.0935059,0.912109,-0.139404,4.97037
-0.0935059,0.912109,-0.139404,7.51582
-0.120117,0.96875,-0.0805664,4.51159
-0.129639,1.00024,-0.106201,6.2577
-0.129639,1.00024,-0.106201,3.58564
-0.0336914,1.0271,-0.0883789,2.97903
-0.0336914,1.0271,-0.0883789,0.143664
0.104248,1.02783,-0.0788574,0.229392
0.104248,1.02783,-0.0788574,1.44846
0.0991211,1.02002,-0.057373,4.21219
0.0991211,1.02002,-0.057373,11.0006
0.00146484,1.01245,-0.101318,9.54681
-0.0974121,0.973633,-0.142822,0.147829
-0.0974121,0.973633,-0.142822,1.10485
-0.147705,1.01929,-0.115234,3.78304
-0.147705,1.01929,-0.115234,6.89946
0.083252,1.04443,-0.0993652,0.0275314
0.161865,1.03833,-0.0866699,3.16784
0.161865,1.03833,-0.0866699,2.71591
0.139893,0.946777,-0.104492,1.0265
0.139893,0.946777,-0.104492,3.4722
0.0895996,0.896484,-0.108643,0.638912
0.0895996,0.896484,-0.108643,5.39485
-0.00146484,0.850098,-0.165039,7.2254
-0.00146484,0.850098,-0.165039,2.68579
-0.0419922,0.873779,-0.116211,4.91422
-0.0827637,0.88916,-0.146973,2.44906
-0.0827637,0.88916,-0.146973,1.07036
-0.106201,0.961182,-0.0952148,4.07928
-0.106201,0.961182,-0.0952148,2.64599
-0.113037,0.98999,-0.118408,0.18396
-0.113037,0.98999,-0.118408,9.32939
-0.0319824,1.01709,-0.100342,1.44752
0.0917969,1.0166,-0.100586,5.56683
0.0917969,1.0166,-0.100586,5.33332
0.0856934,1.00537,-0.0830078,5.04754
0.0856934,1.00537,-0.0830078,1.36964
-0.134033,1.01025,-0.127686,0.125401
-0.134033,1.01025,-0.127686,4.42914
-0.095459,1.04614,-0.136963,2.06535
-0.095459,1.04614,-0.136963,3.17113
-0.00390625,1.06714,-0.0900879,2.40139
0.0766602,1.02979,-0.114258,3.93944
0.0766602,1.02979,-0.114258,4.04212
0.175781,1.02197,-0.0964355,0.383283
0.175781,1.02197,-0.0964355,2.99619
0.159668,0.948975,-0.109131,1.0707
0.159668,0.948975,-0.109131,3.7238
0.102783,0.896484,-0.119385,4.01723
0.102783,0.896484,-0.119385,7.07324
-0.0090332,0.85083,-0.161133,7.80961
-0.0656738,0.881104,-0.123535,5.20428
-0.0656738,0.881104,-0.123535,1.60976
-0.102783,0.897705,-0.15918,0.429306
-0.102783,0.897705,-0.15918,6.70184
-0.101807,0.967773,-0.0969238,0.852426
-0.101807,0.967773,-0.0969238,1.91843
-0.100586,1.00269,-0.118896,6.33248
0.0822754,1.01807,-0.0725098,158.045
0.0822754,1.01807,-0.0725098,1.15797
-0.0200195,1.01123,-0.126709,2.02633
-0.0200195,1.01123,-0.126709,0.469897
-0.0927734,0.984375,-0.140625,2.45279
-0.0927734,0.984375,-0.140625,4.68819
-0.141357,1.03198,-0.124268,1.15619
-0.106201,1.06641,-0.148682,5.15888
-0.106201,1.06641,-0.148682,8.89681
0.00341797,1.09253,-0.0871582,4.34896
0.00341797,1.09253,-0.0871582,2.66472
0.0888672,1.05127,-0.095459,0.525411
0.0888672,1.05127,-0.095459,1.96558
0.196289,1.04321,-0.0869141,0.358783
0.178467,0.960449,-0.100098,1.46661
0.178467,0.960449,-0.100098,2.88161
0.0964355,0.915771,-0.103027,8.44114
0.0964355,0.915771,-0.103027,2.88062
-0.0307617,0.875488,-0.155029,1.51718
-0.0307617,0.875488,-0.155029,2.08698
-0.0878906,0.906494,-0.116699,1.69217
-0.132568,0.929688,-0.13501,0.454427
-0.0891113,1.01294,-0.102539,2.16179
-0.0891113,1.01294,-0.102539,4.44606
0.0114746,1.03442,-0.0822754,2.18339
0.0114746,1.03442,-0.0822754,4.51704
0.109863,1.02295,-0.0761719,4.688
0.109863,1.02295,-0.0761719,2.41763
0.0522461,1.00708,-0.0600586,1.6918
-0.0593262,1.00146,-0.107666,5.67215
-0.0593262,1.00146,-0.107666,0.718363
-0.126953,0.978027,-0.125977,1.85347
-0.126953,0.978027,-0.125977,6.26234
-0.146484,1.02856,-0.115479,7.91253
-0.146484,1.02856,-0.115479,3.18387
-0.0866699,1.05688,-0.122559,6.8207
-0.0866699,1.05688,-0.122559,0.252949
0.0119629,1.06763,-0.0786133,1.82559
0.0878906,1.02197,-0.0910645,0.861541
0.0878906,1.02197,-0.0910645,3.60036
0.172852,1.00146,-0.0827637,0.121806
0.172852,1.00146,-0.0827637,8.42682
0.145996,0.91748,-0.0991211,1.22463
-0.0273438,0.846924,-0.14502,5.54232
-0.0866699,0.882324,-0.102295,4.66261
-0.0866699,0.882324,-0.102295,6.35539
-0.13623,0.9021,-0.130859,3.86047
-0.119141,0.964844,-0.0773926,0.66805
-0.119141,0.964844,-0.0773926,0.746747
-0.0895996,0.979248,-0.112305,5.8239
-0.0895996,0.979248,-0.112305,2.50945
0.0375977,0.999756,-0.0834961,6.98954
0.0375977,0.999756,-0.0834961,4.82083
0.143799,0.98999,-0.0703125,4.8089
0.072998,0.995605,-0.0617676,0.42223
0.072998,0.995605,-0.0617676,2.85571
-0.043457,0.994629,-0.124512,5.91411
-0.043457,0.994629,-0.124512,3.52728
-0.129639,0.981934,-0.128662,4.26391
-0.129639,0.981934,-0.128662,6.12274
-0.162598,1.02759,-0.120117,1.20815
-0.162598,1.02759,-0.120117,4.98747
-0.0761719,1.04956,-0.127197,4.93608
0.0524902,1.04956,-0.0766602,3.2107
0.221436,0.989014,-0.0952148,0.796812
0.170654,0.914795,-0.0961914,2.17825
0.170654,0.914795,-0.0961914,5.26095
0.0588379,0.883301,-0.110596,0.616082
0.0588379,0.883301,-0.110596,1.16235
-0.0429688,0.855713,-0.15918,2.04644
-0.0429688,0.855713,-0.15918,2.79849
-0.0744629,0.890137,-0.108643,4.00539
-0.111816,0.922119,-0.129639,9.12397
-0.111816,0.922119,-0.129639,0.62045
-0.0866699,0.984863,-0.0854492,1.63282
-0.0866699,0.984863,-0.0854492,0.421542
-0.0588379,0.996582,-0.100342,2.83334
-0.0588379,0.996582,-0.100342,2.64845
0.0510254,1.00537,-0.0915527,1.21404
0.0510254,1.00537,-0.0915527,9.01409
0.137939,1,-0.0874023,0.649414
0.0500488,1.00781,-0.072998,3.12494
0.0500488,1.00781,-0.072998,1.65981
-0.0683594,1.00562,-0.128418,5.22424
-0.0683594,1.00562,-0.128418,0.597386
-0.141602,1.00415,-0.122314,4.51595
0.052002,1.06714,-0.078125,1.25215
0.052002,1.06714,-0.078125,6.60541
