x,y,z,freq
-0.11084,0.943604,-0.0766602,9.02446
-0.11084,0.943604,-0.0766602,1.35191
-0.115723,0.978027,-0.101807,2.64544
-0.115723,0.978027,-0.101807,0.107978
-0.0336914,0.996826,-0.0925293,2.27056
-0.0336914,0.996826,-0.0925293,1.85398
0.0932617,1.00464,-0.0810547,3.40761
0.0932617,1.00464,-0.0810547,4.52538
0.116943,0.987793,-0.0666504,0.242585
0.0012207,1.00122,-0.0869141,1.97615
-0.172119,1.01636,-0.103027,4.84226
-0.13501,1.03882,-0.148193,1.57937
-0.13501,1.03882,-0.148193,4.13652
-0.00463867,1.06714,-0.0866699,8.9795
0.0981445,1.02954,-0.0935059,1.80992
0.0981445,1.02954,-0.0935059,3.07255
0.192139,1.02026,-0.0803223,3.91938
0.192139,1.02026,-0.0803223,2.83796
0.183105,0.94458,-0.100098,0.446197
0.183105,0.94458,-0.100098,0.373377
0.106689,0.898438,-0.090332,2.72683
-0.00512695,0.859131,-0.145752,1.02418
-0.00512695,0.859131,-0.145752,3.28018
-0.0603027,0.878906,-0.119141,4.32943
-0.0603027,0.878906,-0.119141,0.00359298
-0.097168,0.900879,-0.136963,3.22058
-0.097168,0.900879,-0.136963,0.429852
-0.10083,0.960449,-0.0969238,1.29501
-0.0834961,0.989258,-0.0952148,3.57553
-0.0834961,0.989258,-0.0952148,6.11602
0.0146484,0.995117,-0.0908203,4.22895
0.103516,0.996094,-0.074707,1.28565
-0.0317383,1.0127,-0.106445,2.48203
-0.0317383,1.0127,-0.106445,1.38299
-0.122803,0.993652,-0.141602,1.46429
-0.122803,0.993652,-0.141602,5.59507
-0.141357,1.03784,-0.0905762,7.1174
-0.141357,1.03784,-0.0905762,6.65892
-0.0878906,1.0603,-0.12915,1.9744
0.0183105,1.08398,-0.0810547,1.69204
0.0183105,1.08398,-0.0810547,4.08118
0.100586,1.03613,-0.0957031,3.06267
0.100586,1.03613,-0.0957031,6.59186
0.188721,1.02808,-0.0871582,3.80919
0.188721,1.02808,-0.0871582,10.4786
0.172607,0.956787,-0.110107,0.224722
0.172607,0.956787,-0.110107,0.243979
0.0961914,0.917236,-0.0913086,0.151837
-0.020752,0.888672,-0.157959,1.91075
-0.020752,0.888672,-0.157959,7.66571
-0.0837402,0.916992,-0.11792,8.10605
-0.0837402,0.916992,-0.11792,2.40532
-0.0751953,0.999512,-0.102783,4.81541
0.010498,1.00537,-0.102051,0.496441
0.010498,1.00537,-0.102051,6.44205
0.114258,1.00903,-0.0895996,4.37449
0.114258,1.00903,-0.0895996,3.81498
0.0761719,1.0144,-0.0681152,1.87544
-0.0522461,1.02612,-0.102051,3.33091
-0.0522461,1.02612,-0.102051,1.73997
-0.136719,1.00488,-0.149902,9.38068
-0.136719,1.00488,-0.149902,9.43274
-0.165283,1.04321,-0.102051,2.04296
-0.165283,1.04321,-0.102051,5.98721
-0.100342,1.06104,-0.139404,8.3279
-0.100342,1.06104,-0.139404,4.93018
0.026123,1.06934,-0.0854492,4.92303
0.116455,1.02832,-0.101074,3.35993
0.116455,1.02832,-0.101074,7.8364
0.192383,1.01904,-0.0849609,12.3338
0.192383,1.01904,-0.0849609,4.69434
0.164062,0.942383,-0.106445,0.504104
0.164062,0.942383,-0.106445,3.31218
0.0649414,0.90625,-0.0925293,2.18925
-0.0849609,0.899902,-0.121338,1.66558
-0.105957,0.91333,-0.134766,8.74898
-0.0891113,0.968018,-0.0915527,8.86607
-0.0891113,0.968018,-0.0915527,1.36701
-0.0766602,0.984619,-0.107422,1.4489
-0.0766602,0.984619,-0.107422,1.70797
0.020752,0.993652,-0.0998535,0.639288
0.020752,0.993652,-0.0998535,3.47968
0.123291,1.00146,-0.0839844,0.171519
0.123291,1.00146,-0.0839844,3.95253
0.0727539,1.00415,-0.0810547,0.927722
-0.0554199,1.01465,-0.116211,0.515029
-0.0554199,1.01465,-0.116211,2.21543
-0.141602,0.998779,-0.141113,2.02706
-0.141602,0.998779,-0.141113,1.59017
-0.174805,1.04028,-0.116455,1.50494
-0.174805,1.04028,-0.116455,4.49861
-0.088623,1.05566,-0.137939,4.76628
0.0529785,1.05859,-0.0842285,6.70558
0.0529785,1.05859,-0.0842285,5.81011
0.137451,1.01904,-0.0991211,4.17288
0.169922,0.937988,-0.100098,1.28719
0.0556641,0.905273,-0.114502,1.30066
0.0556641,0.905273,-0.114502,0.270476
-0.052002,0.873047,-0.167236,3.81445
-0.052002,0.873047,-0.167236,3.47465
-0.0778809,0.905762,-0.114502,8.65348
-0.0864258,0.918945,-0.13623,0.372192
-0.0864258,0.918945,-0.13623,0.533048
-0.0671387,0.963135,-0.104492,1.4247
-0.0671387,0.963135,-0.104492,6.09839
-0.0512695,0.979736,-0.117432,0.409105
-0.0512695,0.979736,-0.117432,2.91414
0.0400391,0.990479,-0.102051,5.79303
0.130127,0.997314,-0.0822754,4.35165
0.130127,0.997314,-0.0822754,5.17366
0.0546875,1.00049,-0.0791016,4.69009
0.0546875,1.00049,-0.0791016,1.68417
-0.0778809,1.01172,-0.128906,8.04428
-0.0778809,1.01172,-0.128906,2.41228
-0.153564,1.00122,-0.137939,1.66879
-0.155273,1.04175,-0.102783,3.25982
0.0554199,1.06494,-0.0732422,3.23293
0.0554199,1.06494,-0.0732422,1.62423
0.134521,1.02197,-0.102051,2.87812
0.134521,1.02197,-0.102051,7.05655
0.206299,1.01196,-0.0878906,8.89021
0.206299,1.01196,-0.0878906,2.37059
0.152344,0.936279,-0.097168,0.415209
0.152344,0.936279,-0.097168,0.753862
0.0576172,0.909912,-0.0966797,0.816729
-0.0549316,0.890137,-0.152832,7.17905
-0.0549316,0.890137,-0.152832,7.83166
-0.095459,0.916992,-0.104248,4.44649
-0.095459,0.916992,-0.104248,4.94424
-0.103027,0.923828,-0.130859,2.88112
-0.103027,0.923828,-0.130859,1.18978
-0.0769043,0.977539,-0.0800781,0.989786
-0.052002,0.982178,-0.108643,1.32066
-0.052002,0.982178,-0.108643,3.90627
0.0410156,0.988525,-0.103271,1.62255
0.0410156,0.988525,-0.103271,10.7247
0.123535,1.00415,-0.0854492,17.9405
0.123535,1.00415,-0.0854492,1.11568
-0.161621,1.01782,-0.127441,5.04203
-0.161621,1.01782,-0.127441,0.351666
-0.172607,1.05615,-0.111816,10.3007
-0.0649414,1.06934,-0.123779,4.13044
-0.0649414,1.06934,-0.123779,2.13255
0.0754395,1.06689,-0.0734863,0.207775
0.0754395,1.06689,-0.0734863,6.38887
0.147461,1.02148,-0.0998535,0.738625
0.147461,1.02148,-0.0998535,2.74013
0.210938,1.00342,-0.0827637,1.8144
0.143311,0.940186,-0.0944824,2.05799
0.143311,0.940186,-0.0944824,0.355521
0.0349121,0.921387,-0.098877,1.26106
0.0349121,0.921387,-0.098877,0.130065
-0.0703125,0.892334,-0.157715,0.799088
-0.0703125,0.892334,-0.157715,2.64179
-0.0957031,0.918457,-0.10791,3.11059
-0.0957031,0.918457,-0.10791,3.63809
-0.0935059,0.930908,-0.138672,6.81143
-0.0625,0.968018,-0.0795898,2.39687
-0.0625,0.968018,-0.0795898,4.46803
0.11792,1.00244,-0.0825195,1.65217
0.11792,1.00244,-0.0825195,9.50109
0.0319824,1.01001,-0.0708008,4.07205
0.0319824,1.01001,-0.0708008,2.05377
-0.0874023,1.02588,-0.120361,0.467189
-0.0874023,1.02588,-0.120361,4.74827
-0.150391,1.01733,-0.124756,1.3621
-0.154053,1.05396,-0.115234,3.05085
-0.154053,1.05396,-0.115234,1.04997
-0.0561523,1.0542,-0.131104,5.0823
-0.0561523,1.0542,-0.131104,2.06654
0.0837402,1.04272,-0.0778809,0.958747
0.0837402,1.04272,-0.0778809,5.64981
0.168213,0.994629,-0.0976562,7.48312
0.168213,0.994629,-0.0976562,4.22669
0.228271,0.981445,-0.0888672,1.60537
0.138184,0.917725,-0.105225,0.816176
0.138184,0.917725,-0.105225,4.28006
0.0185547,0.897949,-0.115723,10.7578
0.0185547,0.897949,-0.115723,7.15343
-0.0898438,0.880371,-0.16626,1.35655
-0.0722656,0.908691,-0.127441,0.178646
-0.0437012,0.946533,-0.0820312,1.90927
-0.0378418,0.953857,-0.113525,5.74191
-0.0378418,0.953857,-0.113525,10.6355
0.0463867,0.970947,-0.0957031,1.28661
0.0463867,0.970947,-0.0957031,1.35403
0.101318,0.978516,-0.0869141,1.50307
0.101318,0.978516,-0.0869141,0.110374
0.00585938,0.999756,-0.067627,4.45315
-0.114014,1.01978,-0.12085,0.0539711
-0.114014,1.01978,-0.12085,1.44949
-0.154297,1.01611,-0.122559,3.79829
-0.154297,1.01611,-0.122559,2.71616
-0.138184,1.0625,-0.0996094,2.30126
-0.138184,1.0625,-0.0996094,2.92498
-0.0371094,1.05347,-0.125244,0.316888
0.078125,1.03613,-0.076416,4.78495
0.078125,1.03613,-0.076416,2.97928
0.137207,1.00342,-0.102051,0.944345
0.137207,1.00342,-0.102051,9.46019
0.190186,0.998047,-0.0917969,9.60157
0.190186,0.998047,-0.0917969,5.20305
-0.0888672,0.903564,-0.149414,4.40685
-0.0888672,0.903564,-0.149414,1.12599
-0.0852051,0.927246,-0.095459,2.78599
-0.0852051,0.927246,-0.095459,8.84022
-0.0722656,0.929688,-0.127197,0.507243
-0.046875,0.973877,-0.0810547,4.46523
-0.046875,0.973877,-0.0810547,1.57691
-0.0388184,0.979004,-0.114014,0.776027
-0.0388184,0.979004,-0.114014,1.60334
0.0375977,0.991699,-0.090332,5.13039
0.0375977,0.991699,-0.090332,6.32264
0.0964355,1.00806,-0.0773926,4.12813
0.0964355,1.00806,-0.0773926,6.0225
0.00585938,1.03076,-0.0673828,4.07841
-0.111572,1.0481,-0.122559,1.69656
-0.111572,1.0481,-0.122559,6.0299
-0.153076,1.03613,-0.123291,0.608269
-0.153076,1.03613,-0.123291,1.26155
-0.133301,1.07104,-0.102539,7.80771
-0.133301,1.07104,-0.102539,8.35958
-0.0222168,1.06396,-0.125244,3.17603
0.175781,0.993408,-0.0930176,4.18518
